state,as_of_date,enumerated,type,finished
Vermont,2020-10-25,99.93616702504696,forecast,2020-09-26
Virginia,2020-10-25,99.82908029701169,forecast,2020-10-06
Washington,2020-10-25,99.94510513530209,forecast,2020-09-24
West Virginia,2020-10-25,99.99385102318138,forecast,2020-09-12
Wisconsin,2020-10-25,99.93884521336507,forecast,2020-09-25
Wyoming,2020-10-25,99.74010675272518,forecast,2020-10-11
Puerto Rico,2020-10-25,99.91043664930683,forecast,2020-09-30
U.S. Total,2020-10-26,99.83442828518089,forecast,2020-10-07
Alabama,2020-10-26,99.50427568095805,forecast,2020-10-19
Alaska,2020-10-26,99.88962016125997,forecast,2020-10-03
Arizona,2020-10-26,99.68714158584392,forecast,2020-10-14
Arkansas,2020-10-26,99.93279066489644,forecast,2020-09-27
California,2020-10-26,99.8959018102272,forecast,2020-10-02
Colorado,2020-10-26,99.82394008463635,forecast,2020-10-08
Connecticut,2020-10-26,99.93826711904028,forecast,2020-09-27
Delaware,2020-10-26,99.7854825094347,forecast,2020-10-10
District of Columbia,2020-10-26,99.78524471460908,forecast,2020-10-10
Florida,2020-10-26,99.71213721935325,forecast,2020-10-13
Georgia,2020-10-26,99.61458860596784,forecast,2020-10-16
Hawaii,2020-10-26,99.97698937695648,forecast,2020-09-17
Idaho,2020-10-26,99.99411022666737,forecast,2020-09-11
Illinois,2020-10-26,99.89563046932902,forecast,2020-10-02
Indiana,2020-10-26,99.95026440023156,forecast,2020-09-24
Iowa,2020-10-26,99.77466635164413,forecast,2020-10-10
Kansas,2020-10-26,99.94727346723947,forecast,2020-09-25
Kentucky,2020-10-26,99.7553440619824,forecast,2020-10-11
Louisiana,2020-10-26,99.5795595028694,forecast,2020-10-17
Maine,2020-10-26,99.95623128448608,forecast,2020-09-23
Maryland,2020-10-26,99.8801132289242,forecast,2020-10-04
Massachusetts,2020-10-26,99.8861935981773,forecast,2020-10-03
Michigan,2020-10-26,99.84810438085408,forecast,2020-10-06
Minnesota,2020-10-26,99.92644802930842,forecast,2020-09-28
Mississippi,2020-10-26,99.59977495040567,forecast,2020-10-17
Missouri,2020-10-26,99.9018685333514,forecast,2020-10-02
Montana,2020-10-26,99.57445417456081,forecast,2020-10-17
Nebraska,2020-10-26,99.87397980351378,forecast,2020-10-04
Nevada,2020-10-26,99.83103277631152,forecast,2020-10-07
New Hampshire,2020-10-26,99.89617170773113,forecast,2020-10-02
New Jersey,2020-10-26,99.85472394158563,forecast,2020-10-06
New Mexico,2020-10-26,99.66531228152647,forecast,2020-10-15
New York,2020-10-26,99.85116505287957,forecast,2020-10-06
North Carolina,2020-10-26,99.68263241023683,forecast,2020-10-14
North Dakota,2020-10-26,99.88064370040784,forecast,2020-10-04
Ohio,2020-10-26,99.88962016125997,forecast,2020-10-03
Oklahoma,2020-10-26,99.77093870986656,forecast,2020-10-11
Oregon,2020-10-26,99.91395140519471,forecast,2020-09-30
Pennsylvania,2020-10-26,99.87692050153908,forecast,2020-10-04
Rhode Island,2020-10-26,99.87692050153908,forecast,2020-10-04
South Carolina,2020-10-26,99.604501653441,forecast,2020-10-17
South Dakota,2020-10-26,99.79226041377511,forecast,2020-10-10
Tennessee,2020-10-26,99.8642845147009,forecast,2020-10-05
Texas,2020-10-26,99.83493005293019,forecast,2020-10-07
Utah,2020-10-26,99.90241262072769,forecast,2020-10-01
Vermont,2020-10-26,99.94183683161073,forecast,2020-09-26
Virginia,2020-10-26,99.84426063841919,forecast,2020-10-06
Washington,2020-10-26,99.94998105226281,forecast,2020-09-24
West Virginia,2020-10-26,99.99439719769742,forecast,2020-09-12
Wisconsin,2020-10-26,99.94427714207784,forecast,2020-09-25
Wyoming,2020-10-26,99.76318660145525,forecast,2020-10-11
Puerto Rico,2020-10-26,99.91839179597228,forecast,2020-09-30
U.S. Total,2020-10-27,99.84913372343424,forecast,2020-10-07
Alabama,2020-10-27,99.5482743129218,forecast,2020-10-19
Alaska,2020-10-27,99.89942413243682,forecast,2020-10-03
Arizona,2020-10-27,99.71492240801801,forecast,2020-10-14
Arkansas,2020-10-27,99.93876036015817,forecast,2020-09-27
California,2020-10-27,99.90514788192039,forecast,2020-10-02
Colorado,2020-10-27,99.83957687105321,forecast,2020-10-08
Connecticut,2020-10-27,99.9437503944046,forecast,2020-09-27
Delaware,2020-10-27,99.80453402639506,forecast,2020-10-10
District of Columbia,2020-10-27,99.80431734435327,forecast,2020-10-10
Florida,2020-10-27,99.73769969545347,forecast,2020-10-13
Georgia,2020-10-27,99.64880654429064,forecast,2020-10-16
Hawaii,2020-10-27,99.97903326119491,forecast,2020-09-17
Idaho,2020-10-27,99.9946333777908,forecast,2020-09-11
Illinois,2020-10-27,99.90490064008355,forecast,2020-10-02
Indiana,2020-10-27,99.95468206407833,forecast,2020-09-24
Iowa,2020-10-27,99.79467816836589,forecast,2020-10-10
Kansas,2020-10-27,99.95195679021049,forecast,2020-09-25
Kentucky,2020-10-27,99.77707127594272,forecast,2020-10-11
Louisiana,2020-10-27,99.61688417227143,forecast,2020-10-17
Maine,2020-10-27,99.96011895863776,forecast,2020-09-23
Maryland,2020-10-27,99.8907615366943,forecast,2020-10-04
Massachusetts,2020-10-27,99.89630189373636,forecast,2020-10-03
Michigan,2020-10-27,99.86159534231976,forecast,2020-10-06
Minnesota,2020-10-27,99.93298107473169,forecast,2020-09-28
Mississippi,2020-10-27,99.63530681073709,forecast,2020-10-17
Missouri,2020-10-27,99.9105846691682,forecast,2020-10-02
Montana,2020-10-27,99.61223156641731,forecast,2020-10-17
Nebraska,2020-10-27,99.88517282814206,forecast,2020-10-04
Nevada,2020-10-27,99.84603973781806,forecast,2020-10-07
New Hampshire,2020-10-27,99.90539380854509,forecast,2020-10-02
New Jersey,2020-10-27,99.86762704987868,forecast,2020-10-06
New Mexico,2020-10-27,99.6950301779864,forecast,2020-10-15
New York,2020-10-27,99.86438421127461,forecast,2020-10-06
North Carolina,2020-10-27,99.71081338529633,forecast,2020-10-14
North Dakota,2020-10-27,99.89124489601554,forecast,2020-10-04
Ohio,2020-10-27,99.89942413243682,forecast,2020-10-03
Oklahoma,2020-10-27,99.79128147089922,forecast,2020-10-11
Oregon,2020-10-27,99.92159438072918,forecast,2020-09-30
Pennsylvania,2020-10-27,99.88785236020401,forecast,2020-10-04
Rhode Island,2020-10-27,99.88785236020401,forecast,2020-10-04
South Carolina,2020-10-27,99.63961428635083,forecast,2020-10-17
South Dakota,2020-10-27,99.81071014133457,forecast,2020-10-10
Tennessee,2020-10-27,99.87633857346565,forecast,2020-10-05
Texas,2020-10-27,99.849590933634,forecast,2020-10-07
Utah,2020-10-27,99.91108043300837,forecast,2020-10-01
Vermont,2020-10-27,99.94700304263706,forecast,2020-09-26
Virginia,2020-10-27,99.85809294022135,forecast,2020-10-06
Washington,2020-10-27,99.95442388353042,forecast,2020-09-24
West Virginia,2020-10-27,99.99489485901363,forecast,2020-09-12
Wisconsin,2020-10-27,99.94922660233445,forecast,2020-09-25
Wyoming,2020-10-27,99.78421758668398,forecast,2020-10-11
Puerto Rico,2020-10-27,99.92564038548868,forecast,2020-09-30
U.S. Total,2020-10-28,99.86253327436053,forecast,2020-10-07
Alabama,2020-10-28,99.58837295128392,forecast,2020-10-19
Alaska,2020-10-28,99.90835736899466,forecast,2020-10-03
Arizona,2020-10-28,99.740237681657,forecast,2020-10-14
Arkansas,2020-10-28,99.94419982558092,forecast,2020-09-27
California,2020-10-28,99.91357275917233,forecast,2020-10-02
Colorado,2020-10-28,99.85382510577281,forecast,2020-10-08
Connecticut,2020-10-28,99.9487466409534,forecast,2020-09-27
Delaware,2020-10-28,99.82189397778373,forecast,2020-10-10
District of Columbia,2020-10-28,99.82169653540697,forecast,2020-10-10
Florida,2020-10-28,99.7609932126976,forecast,2020-10-13
Georgia,2020-10-28,99.67998894265182,forecast,2020-10-16
Hawaii,2020-10-28,99.98089560098475,forecast,2020-09-17
Idaho,2020-10-28,99.99511006073433,forecast,2020-09-11
Illinois,2020-10-28,99.91334747642142,forecast,2020-10-02
Indiana,2020-10-28,99.95870734311275,forecast,2020-09-24
Iowa,2020-10-28,99.81291322705952,forecast,2020-10-10
Kansas,2020-10-28,99.95622413313046,forecast,2020-09-25
Kentucky,2020-10-28,99.79686957798708,forecast,2020-10-11
Louisiana,2020-10-28,99.65089848891839,forecast,2020-10-17
Maine,2020-10-28,99.96366132097798,forecast,2020-09-23
Maryland,2020-10-28,99.90046413807264,forecast,2020-10-04
Massachusetts,2020-10-28,99.90551243210841,forecast,2020-10-03
Michigan,2020-10-28,99.87388822158752,forecast,2020-10-06
Minnesota,2020-10-28,99.93893385780288,forecast,2020-09-28
Mississippi,2020-10-28,99.66768688116176,forecast,2020-10-17
Missouri,2020-10-28,99.91852666914535,forecast,2020-10-02
Montana,2020-10-28,99.64665857575143,forecast,2020-10-17
Nebraska,2020-10-28,99.89537178123612,forecast,2020-10-04
Nevada,2020-10-28,99.85971404864948,forecast,2020-10-07
New Hampshire,2020-10-28,99.9137968435138,forecast,2020-10-02
New Jersey,2020-10-28,99.87938426193027,forecast,2020-10-06
New Mexico,2020-10-28,99.72211092629777,forecast,2020-10-15
New York,2020-10-28,99.87642941613689,forecast,2020-10-06
North Carolina,2020-10-28,99.73649335844775,forecast,2020-10-14
North Dakota,2020-10-28,99.90090456838355,forecast,2020-10-04
Ohio,2020-10-28,99.90835736899466,forecast,2020-10-03
Oklahoma,2020-10-28,99.80981811678612,forecast,2020-10-11
Oregon,2020-10-28,99.92855852185893,forecast,2020-09-30
Pennsylvania,2020-10-28,99.89781333590085,forecast,2020-10-04
Rhode Island,2020-10-28,99.89781333590085,forecast,2020-10-04
South Carolina,2020-10-28,99.67161221697036,forecast,2020-10-17
South Dakota,2020-10-28,99.82752169589054,forecast,2020-10-10
Tennessee,2020-10-28,99.88732211381216,forecast,2020-10-05
Texas,2020-10-28,99.86294988202543,forecast,2020-10-07
Utah,2020-10-28,99.91897840067737,forecast,2020-10-01
Vermont,2020-10-28,99.95171038508651,forecast,2020-09-26
Virginia,2020-10-28,99.87069685896616,forecast,2020-10-06
Washington,2020-10-28,99.95847209466483,forecast,2020-09-24
West Virginia,2020-10-28,99.9953483162458,forecast,2020-09-12
Wisconsin,2020-10-28,99.95373644502185,forecast,2020-09-25
Wyoming,2020-10-28,99.80338141048634,forecast,2020-10-11
Puerto Rico,2020-10-28,99.93224516514711,forecast,2020-09-30
U.S. Total,2020-10-29,99.87474285777702,forecast,2020-10-07
Alabama,2020-10-29,99.62491603301036,forecast,2020-10-19
Alaska,2020-10-29,99.91649719087158,forecast,2020-10-03
Arizona,2020-10-29,99.76330590807869,forecast,2020-10-14
Arkansas,2020-10-29,99.94915615317315,forecast,2020-09-27
California,2020-10-29,99.9212493651099,forecast,2020-10-02
Colorado,2020-10-29,99.86680803622446,forecast,2020-10-08
Connecticut,2020-10-29,99.95329911453479,forecast,2020-09-27
Delaware,2020-10-29,99.83771245404157,forecast,2020-10-10
District of Columbia,2020-10-29,99.83753254405396,forecast,2020-10-10
Florida,2020-10-29,99.78221892050126,forecast,2020-10-13
Georgia,2020-10-29,99.70840449916525,forecast,2020-10-16
Hawaii,2020-10-29,99.98259252156862,forecast,2020-09-17
Idaho,2020-10-29,99.9955444029681,forecast,2020-09-11
Illinois,2020-10-29,99.921044091406,forecast,2020-10-02
Indiana,2020-10-29,99.96237508838404,forecast,2020-09-24
Iowa,2020-10-29,99.82952915975,forecast,2020-10-10
Kansas,2020-10-29,99.96011244248038,forecast,2020-09-25
Kentucky,2020-10-29,99.81491006294314,forecast,2020-10-11
Louisiana,2020-10-29,99.68189528419757,forecast,2020-10-17
Maine,2020-10-29,99.96688904199793,forecast,2020-09-23
Maryland,2020-10-29,99.90930500610756,forecast,2020-10-04
Massachusetts,2020-10-29,99.91390493137241,forecast,2020-10-03
Michigan,2020-10-29,99.88508937965817,forecast,2020-10-06
Minnesota,2020-10-29,99.94435791306562,forecast,2020-09-28
Mississippi,2020-10-29,99.69719407438812,forecast,2020-10-17
Missouri,2020-10-29,99.92576327947258,forecast,2020-10-02
Montana,2020-10-29,99.67803154516028,forecast,2020-10-17
Nebraska,2020-10-29,99.90466492728505,forecast,2020-10-04
Nevada,2020-10-29,99.87217400120471,forecast,2020-10-07
New Hampshire,2020-10-29,99.9214535468369,forecast,2020-10-02
New Jersey,2020-10-29,99.89009731052877,forecast,2020-10-06
New Mexico,2020-10-29,99.74678815841784,forecast,2020-10-15
New York,2020-10-29,99.88740488864893,forecast,2020-10-06
North Carolina,2020-10-29,99.75989395830153,forecast,2020-10-14
North Dakota,2020-10-29,99.90970631936798,forecast,2020-10-04
Ohio,2020-10-29,99.91649719087158,forecast,2020-10-03
Oklahoma,2020-10-29,99.82670887777448,forecast,2020-10-11
Oregon,2020-10-29,99.93490411476313,forecast,2020-09-30
Pennsylvania,2020-10-29,99.90688963565282,forecast,2020-10-04
Rhode Island,2020-10-29,99.90688963565282,forecast,2020-10-04
South Carolina,2020-10-29,99.70077110012443,forecast,2020-10-17
South Dakota,2020-10-29,99.84284044009978,forecast,2020-10-10
Tennessee,2020-10-29,99.89733018241107,forecast,2020-10-05
Texas,2020-10-29,99.87512246729219,forecast,2020-10-07
Utah,2020-10-29,99.92617488901632,forecast,2020-10-01
Vermont,2020-10-29,99.95599961413868,forecast,2020-09-26
Virginia,2020-10-29,99.88218144264829,forecast,2020-10-06
Washington,2020-10-29,99.96216073523019,forecast,2020-09-24
West Virginia,2020-10-29,99.99576149575927,forecast,2020-09-12
Wisconsin,2020-10-29,99.95784571576132,forecast,2020-09-25
Wyoming,2020-10-29,99.82084370494927,forecast,2020-10-11
Puerto Rico,2020-10-29,99.93826331164271,forecast,2020-09-30
U.S. Total,2020-10-30,99.88586811505965,forecast,2020-10-07
Alabama,2020-10-30,99.65821788031948,forecast,2020-10-19
Alaska,2020-10-30,99.92391405549614,forecast,2020-10-03
Arizona,2020-10-30,99.78432630156387,forecast,2020-10-14
Arkansas,2020-10-30,99.95367225326255,forecast,2020-09-27
California,2020-10-30,99.92824415003231,forecast,2020-10-02
Colorado,2020-10-30,99.87863798416643,forecast,2020-10-08
Connecticut,2020-10-30,99.95744722978708,forecast,2020-09-27
Delaware,2020-10-30,99.85212625311074,forecast,2020-10-10
District of Columbia,2020-10-30,99.85196231947852,forecast,2020-10-10
Florida,2020-10-30,99.80156019578818,forecast,2020-10-13
Georgia,2020-10-30,99.73429827115345,forecast,2020-10-16
Hawaii,2020-10-30,99.98413871593452,forecast,2020-09-17
Idaho,2020-10-30,99.99594016534604,forecast,2020-09-11
Illinois,2020-10-30,99.92805710843717,forecast,2020-10-02
Indiana,2020-10-30,99.96571705583166,forecast,2020-09-24
Iowa,2020-10-30,99.84466964230084,forecast,2020-10-10
Kansas,2020-10-30,99.96365538360095,forecast,2020-09-25
Kentucky,2020-10-30,99.83134868632456,forecast,2020-10-11
Louisiana,2020-10-30,99.71014167222906,forecast,2020-10-17
Maine,2020-10-30,99.9698300682562,forecast,2020-09-23
Maryland,2020-10-30,99.917360661883,forecast,2020-10-04
Massachusetts,2020-10-30,99.92155203459792,forecast,2020-10-03
Michigan,2020-10-30,99.8952957440444,forecast,2020-10-06
Minnesota,2020-10-30,99.94930019915438,forecast,2020-09-28
Mississippi,2020-10-30,99.72408278201578,forecast,2020-10-17
Missouri,2020-10-30,99.93235714379732,forecast,2020-10-02
Montana,2020-10-30,99.70662079886249,forecast,2020-10-17
Nebraska,2020-10-30,99.9131326987343,forecast,2020-10-04
Nevada,2020-10-30,99.8835273998284,forecast,2020-10-07
New Hampshire,2020-10-30,99.92843019663292,forecast,2020-10-02
New Jersey,2020-10-30,99.89985890433262,forecast,2020-10-06
New Mexico,2020-10-30,99.76927490239203,forecast,2020-10-15
New York,2020-10-30,99.89740560574951,forecast,2020-10-06
North Carolina,2020-10-30,99.78121725395252,forecast,2020-10-14
North Dakota,2020-10-30,99.91772633174097,forecast,2020-10-04
Ohio,2020-10-30,99.92391405549614,forecast,2020-10-03
Oklahoma,2020-10-30,99.84209979944914,forecast,2020-10-11
Oregon,2020-10-30,99.9406860933077,forecast,2020-09-30
Pennsylvania,2020-10-30,99.91515981664892,forecast,2020-10-04
Rhode Island,2020-10-30,99.91515981664892,forecast,2020-10-04
South Carolina,2020-10-30,99.72734235007758,forecast,2020-10-17
South Dakota,2020-10-30,99.85679886047372,forecast,2020-10-10
Tennessee,2020-10-30,99.90644939344531,forecast,2020-10-05
Texas,2020-10-30,99.88621401116195,forecast,2020-10-07
Utah,2020-10-30,99.93273219453624,forecast,2020-10-01
Vermont,2020-10-30,99.95990786572925,forecast,2020-09-26
Virginia,2020-10-30,99.89264606818618,forecast,2020-10-06
Washington,2020-10-30,99.96552174205645,forecast,2020-09-24
West Virginia,2020-10-30,99.99613797516596,forecast,2020-09-12
Wisconsin,2020-10-30,99.96158999268538,forecast,2020-09-25
Wyoming,2020-10-30,99.83675544267587,forecast,2020-10-11
Puerto Rico,2020-10-30,99.94374692518204,forecast,2020-09-30
U.S. Total,2020-10-31,99.89600531773574,forecast,2020-10-07
Alabama,2020-10-31,99.68856525938465,forecast,2020-10-19
Alaska,2020-10-31,99.93067216604295,forecast,2020-10-03
Arizona,2020-10-31,99.80348047307983,forecast,2020-10-14
Arkansas,2020-10-31,99.95778722563522,forecast,2020-09-27
California,2020-10-31,99.93461766526286,forecast,2020-10-02
Colorado,2020-10-31,99.88941731088359,forecast,2020-10-08
Connecticut,2020-10-31,99.96122690110198,forecast,2020-09-27
Delaware,2020-10-31,99.86526005161451,forecast,2020-10-10
District of Columbia,2020-10-31,99.86511067621053,forecast,2020-10-10
Florida,2020-10-31,99.81918419867286,forecast,2020-10-13
Georgia,2020-10-31,99.75789372014083,forecast,2020-10-16
Hawaii,2020-10-31,99.98554757202213,forecast,2020-09-17
Idaho,2020-10-31,99.99630077466999,forecast,2020-09-11
Illinois,2020-10-31,99.93444723658999,forecast,2020-10-02
Indiana,2020-10-31,99.9687621810855,forecast,2020-09-24
Iowa,2020-10-31,99.85846562303344,forecast,2020-10-10
Kansas,2020-10-31,99.96688363199397,forecast,2020-09-25
Kentucky,2020-10-31,99.84632759496412,forecast,2020-10-11
Louisiana,2020-10-31,99.73588126303599,forecast,2020-10-17
Maine,2020-10-31,99.97250986424741,forecast,2020-09-23
Maryland,2020-10-31,99.92470083476687,forecast,2020-10-04
Massachusetts,2020-10-31,99.92851993685117,forecast,2020-10-03
Michigan,2020-10-31,99.9045956433083,forecast,2020-10-06
Minnesota,2020-10-31,99.95380350485948,forecast,2020-09-28
Mississippi,2020-10-31,99.74858499118366,forecast,2020-10-17
Missouri,2020-10-31,99.93836534436296,forecast,2020-10-02
Montana,2020-10-31,99.73267288000716,forecast,2020-10-17
Nebraska,2020-10-31,99.9208483897258,forecast,2020-10-04
Nevada,2020-10-31,99.89387248774764,forecast,2020-10-07
New Hampshire,2020-10-31,99.93478718731191,forecast,2020-10-02
New Jersey,2020-10-31,99.90875352646965,forecast,2020-10-06
New Mexico,2020-10-31,99.7897653764737,forecast,2020-10-15
New York,2020-10-31,99.90651811806175,forecast,2020-10-06
North Carolina,2020-10-31,99.80064746161966,forecast,2020-10-14
North Dakota,2020-10-31,99.92503402654042,forecast,2020-10-04
Ohio,2020-10-31,99.93067216604295,forecast,2020-10-03
Oklahoma,2020-10-31,99.85612399109324,forecast,2020-10-11
Oregon,2020-10-31,99.94595451384251,forecast,2020-09-30
Pennsylvania,2020-10-31,99.92269546393162,forecast,2020-10-04
Rhode Island,2020-10-31,99.92269546393162,forecast,2020-10-04
South Carolina,2020-10-31,99.75155523440208,forecast,2020-10-17
South Dakota,2020-10-31,99.86951770244814,forecast,2020-10-10
Tennessee,2020-10-31,99.9147586752035,forecast,2020-10-05
Texas,2020-10-31,99.8963204937829,forecast,2020-10-07
Utah,2020-10-31,99.93870708313118,forecast,2020-10-01
Vermont,2020-10-31,99.96346897783457,forecast,2020-09-26
Virginia,2020-10-31,99.90218129679994,forecast,2020-10-06
Washington,2020-10-31,99.968584215603,forecast,2020-09-24
West Virginia,2020-10-31,99.99648101430178,forecast,2020-09-12
Wisconsin,2020-10-31,99.96500169426571,forecast,2020-09-25
Wyoming,2020-10-31,99.85125422610842,forecast,2020-10-11
Puerto Rico,2020-10-31,99.94874347987081,forecast,2020-09-30
